"","V","W","delta1","delta2","delta3","R"
"1234",0.137684217387869,0.61,TRUE,FALSE,FALSE,0.129099912499078
"1235",0.0699371482418119,0.536266440830609,TRUE,FALSE,FALSE,0.0613294903654605
"1236",0.158939277748212,0,FALSE,TRUE,FALSE,0.120124638779089
"1237",0.180445204339024,0.191169131837672,TRUE,FALSE,TRUE,0.0786702198907733
"1238",0.111613077061191,0.280341925728135,TRUE,FALSE,FALSE,0.11693022463005
"1239",0.068558128448539,0.133476271249603,TRUE,FALSE,FALSE,0.0612389323534444
"1240",0.276948468024705,0,FALSE,TRUE,FALSE,0.148815849795938
"1241",0.1249344083002,0.525989813986159,TRUE,FALSE,FALSE,0.0767307072877884
"1242",0.273186291710927,0.375904243608027,TRUE,FALSE,FALSE,0.0981165643082932
"1243",0.320377581481463,0,FALSE,FALSE,FALSE,0.136558467312716
"1244",0.156426974765404,0,FALSE,TRUE,FALSE,0.0985602942062542
"1245",0.137786339858912,0,FALSE,TRUE,FALSE,0.126209936011583
"1246",0.150144480448216,0,FALSE,FALSE,FALSE,0.0948195450939238
"1247",0.209940285171088,0.400330041761293,TRUE,FALSE,TRUE,0.0737585494993254
"1248",0.0745553449493159,0,FALSE,FALSE,FALSE,0.0504393870709464
"1249",0.250154837138867,0.586684067640891,TRUE,FALSE,TRUE,0.0758667023386806
"1250",0.356984008125621,0,FALSE,TRUE,FALSE,0.074536808533594
"1251",0.1060178382664,0.239625268146759,TRUE,FALSE,TRUE,0.0787753024371341
"1252",0.0793572929371559,0.221510542388311,TRUE,FALSE,TRUE,0.137830391223542
"1253",0.240687147260657,0.252325328579173,TRUE,FALSE,FALSE,0.134569644974545
"1254",0.361599337786545,0,FALSE,TRUE,FALSE,0.14218648779206
"1255",0.26923885693327,0.61,TRUE,FALSE,FALSE,0.082052082195878
"1256",0.170661400287883,0.498839354249662,TRUE,FALSE,TRUE,0.139773871330544
"1257",0.209247779371995,0.285996867739595,TRUE,FALSE,FALSE,0.105944165424444
"1258",0.146142789404024,0,FALSE,TRUE,FALSE,0.0617750052595511
"1259",0.109901889643379,0,FALSE,TRUE,FALSE,0.0894079874502495
"1260",0.0845835187391415,0,FALSE,TRUE,FALSE,0.0772526646964252
"1261",0.331021804413433,0,FALSE,TRUE,FALSE,0.11863821062725
"1262",0.197928749122776,0.37440733930728,TRUE,FALSE,TRUE,0.098698273464106
"1263",0.100574969151057,0,FALSE,FALSE,FALSE,0.0868274607462809
"1264",0.0765595508605407,0,FALSE,FALSE,FALSE,0.0563916062936187
"1265",0.26401442586213,0.290299300686456,TRUE,FALSE,FALSE,0.114425623440184
"1266",0.0827752810238727,0.61,TRUE,FALSE,FALSE,0.123275864659809
"1267",0.124240843498261,0.46901915546041,TRUE,FALSE,FALSE,0.13958655318711
"1268",0.206506802599504,0,FALSE,TRUE,FALSE,0.0511263717198744
"1269",0.400812928730359,0,FALSE,TRUE,FALSE,0.0858261307002977
"1270",0.101077702210788,0.315275280574388,TRUE,FALSE,FALSE,0.1294340680819
"1271",0.108155105436158,0.230634160965477,TRUE,FALSE,FALSE,0.1191314996453
"1272",0.0520437540939752,0.57276713209038,TRUE,FALSE,TRUE,0.12004599547945
"1273",0.179492670957741,0.408433495298959,TRUE,FALSE,FALSE,0.125442306487821
"1274",0.0794222735273259,0,FALSE,TRUE,FALSE,0.0693184796720743
"1275",0.216828198467443,0,FALSE,FALSE,FALSE,0.132862565526739
"1276",0.373611716749783,0,FALSE,TRUE,FALSE,0.143594899820164
"1277",0.136530750801057,0.236565395585266,TRUE,FALSE,TRUE,0.0561294000595808
"1278",0.152898926115944,0,FALSE,TRUE,FALSE,0.147690937295556
"1279",0.0898001494755162,0.61,TRUE,FALSE,FALSE,0.125589019642211
"1280",0.152996669714378,0,FALSE,FALSE,FALSE,0.0567911583697423
"1281",0.248940915070353,0,FALSE,TRUE,FALSE,0.0989109965972602
"1282",0.0953511342124624,0.298666054581235,TRUE,FALSE,FALSE,0.133316209656186
"1283",0.360366102519097,0,FALSE,TRUE,FALSE,0.0702729263575748
"1284",0.0786517464593839,0.167131288070232,TRUE,FALSE,FALSE,0.149972311314195
"1285",0.326224006490524,0,FALSE,TRUE,FALSE,0.0595675684278831
"1286",0.120431987934919,0.203920199782888,TRUE,FALSE,TRUE,0.133640543580987
"1287",0.220136228000314,0.61,TRUE,FALSE,FALSE,0.138482635421678
"1288",0.0798736230237409,0,FALSE,FALSE,FALSE,0.078925644676201
"1289",0.193348032684717,0,FALSE,TRUE,FALSE,0.0768846871564165
"1290",0.198038100516671,0.302324982074558,TRUE,FALSE,TRUE,0.114629376633093
"1291",0.275000650723628,0.331066636531614,TRUE,FALSE,FALSE,0.13568047543522
"1292",0.192064407460566,0,FALSE,TRUE,FALSE,0.0542487221769989
"1293",0.151290634787661,0,FALSE,FALSE,FALSE,0.0959579538088292
"1294",0.208495369117591,0,FALSE,TRUE,FALSE,0.0640835958067328
"1295",0.20216249183286,0,FALSE,FALSE,FALSE,0.140995910367928
"1296",0.200682436277192,0,FALSE,TRUE,FALSE,0.0751476800767705
"1297",0.126695819431916,0,FALSE,FALSE,FALSE,0.0801985077559948
"1298",0.183266959733674,0.603624324799284,TRUE,FALSE,TRUE,0.103606127388775
"1299",0.19988981813658,0,FALSE,FALSE,FALSE,0.11541844967287
"1300",0.17364802870808,0,FALSE,FALSE,FALSE,0.0949030034244061
"1301",0.105996825761004,0.467945947043353,TRUE,FALSE,TRUE,0.10737657751888
"1302",0.133220713020756,0,FALSE,FALSE,FALSE,0.0537118589039892
"1303",0.556041220321736,0,FALSE,FALSE,FALSE,0.0744927871506661
"1304",0.306620477131843,0,FALSE,TRUE,FALSE,0.130879075755365
"1305",0.225442285686378,0.244378843158484,TRUE,FALSE,FALSE,0.0657782403752208
"1306",0.101525539738116,0.181980867311358,TRUE,FALSE,FALSE,0.0550599525682628
"1307",0.387146086082794,0,FALSE,FALSE,FALSE,0.113624966819771
"1308",0.15467694100559,0,FALSE,TRUE,FALSE,0.0899564105784521
"1309",0.147509313952687,0,FALSE,TRUE,FALSE,0.086781117413193
"1310",0.577699505745205,0,FALSE,TRUE,FALSE,0.0903904810082167
"1311",0.0978497671694967,0,FALSE,TRUE,FALSE,0.0581445377087221
"1312",0.318436161255671,0.409497329359874,TRUE,FALSE,FALSE,0.0681688074022531
"1313",0.329311892753092,0.61,TRUE,FALSE,FALSE,0.0630181586835533
"1314",0.109789813007228,0,FALSE,FALSE,FALSE,0.0922625358914956
"1315",0.105490841566736,0.552204360871302,TRUE,FALSE,FALSE,0.129443200537935
"1316",0.160694107170048,0,FALSE,TRUE,FALSE,0.053649689652957
"1317",0.0849490334912014,0.275373060070017,TRUE,FALSE,TRUE,0.101560610742308
"1318",0.19447798519985,0,FALSE,TRUE,FALSE,0.132015462988056
"1319",0.199782579112798,0,FALSE,FALSE,FALSE,0.0889680806081742
"1320",0.10737376013333,0.313666324829683,TRUE,FALSE,FALSE,0.0939675765112042
"1321",0.0741686599497347,0.61,TRUE,FALSE,FALSE,0.0865993683924899
"1322",0.188385562562635,0.436711871118212,TRUE,FALSE,FALSE,0.0724881634349003
"1323",0.103119789232229,0.61,TRUE,FALSE,FALSE,0.0716696457006037
"1324",0.153078752148879,0.55232280253026,TRUE,FALSE,TRUE,0.140210289903916
"1325",0.204595204409028,0.463699954941069,TRUE,FALSE,FALSE,0.140551670594141
"1326",0.089831822837235,0,FALSE,TRUE,FALSE,0.0720156556461006
"1327",0.264817734753854,0,FALSE,TRUE,FALSE,0.0764336144085973
"1328",0.105853960139532,0,FALSE,TRUE,FALSE,0.0637081593973562
"1329",0.61,0,FALSE,FALSE,FALSE,0.0676916857017204
"1330",0.127567873720231,0,FALSE,FALSE,FALSE,0.125401345663704
"1331",0.119666948395576,0.504225866964503,TRUE,FALSE,FALSE,0.0670070253545418
"1332",0.071836804245208,0.297933300509422,TRUE,FALSE,TRUE,0.119716198486276
"1333",0.18909412948963,0,FALSE,TRUE,FALSE,0.148655147082172
"1334",0.105665611506199,0,FALSE,TRUE,FALSE,0.0921025315066799
"1335",0.195178160692459,0,FALSE,TRUE,FALSE,0.0803389745065942
"1336",0.167985347232431,0,FALSE,TRUE,FALSE,0.0873209271812811
"1337",0.155915953551865,0,FALSE,FALSE,FALSE,0.133041800977662
"1338",0.0844427773361466,0.421169036999345,TRUE,FALSE,FALSE,0.146561097819358
"1339",0.102450017211959,0,FALSE,FALSE,FALSE,0.0564864604733884
"1340",0.125255827796599,0,FALSE,TRUE,FALSE,0.121637613140047
"1341",0.200065479182099,0,FALSE,TRUE,FALSE,0.0631219971459359
"1342",0.0813792833718379,0.265763564045958,TRUE,FALSE,TRUE,0.142073008441366
"1343",0.118883431523595,0.27586868042272,TRUE,FALSE,TRUE,0.0819120350992307
"1344",0.106341970841629,0.273436239367342,TRUE,FALSE,TRUE,0.0767616582568735
"1345",0.565612926267113,0,FALSE,TRUE,FALSE,0.0810247366316617
"1346",0.119712856347641,0.156004589865915,TRUE,FALSE,FALSE,0.067129218368791
"1347",0.058882173824636,0.373466340708546,TRUE,FALSE,FALSE,0.115389608428814
"1348",0.238658617415366,0.555003205223425,TRUE,FALSE,FALSE,0.140956926555373
"1349",0.265855995876089,0,FALSE,FALSE,FALSE,0.075255594891496
"1350",0.0991506956194167,0.436786890130696,TRUE,FALSE,TRUE,0.114845633064397
"1351",0.317487153713591,0,FALSE,FALSE,FALSE,0.115603991341777
"1352",0.270473029340403,0.609893409909183,TRUE,FALSE,TRUE,0.116819461737759
"1353",0.0936868309176831,0.435446185118038,TRUE,FALSE,TRUE,0.134232700197026
"1354",0.0738289926088707,0.61,TRUE,FALSE,FALSE,0.0721270823152736
"1355",0.237827479493126,0.61,TRUE,FALSE,FALSE,0.0685918214032426
"1356",0.10652960359225,0.549638428075655,TRUE,FALSE,FALSE,0.125609566294588
"1357",0.201390809374973,0,FALSE,TRUE,FALSE,0.137219659867696
"1358",0.173156546754763,0,FALSE,FALSE,FALSE,0.0502060079947114
"1359",0.100575359803326,0.426562932708025,TRUE,FALSE,TRUE,0.0764001740142703
"1360",0.110818714603049,0.220286894234346,TRUE,FALSE,TRUE,0.128500368981622
"1361",0.153069378944779,0,FALSE,TRUE,FALSE,0.13416610553395
"1362",0.165023094906436,0.294044103486233,TRUE,FALSE,TRUE,0.0625038172351196
"1363",0.0838864513256801,0.213528368575498,TRUE,FALSE,FALSE,0.0529547379817814
"1364",0.23876336296089,0,FALSE,FALSE,FALSE,0.0779650689568371
"1365",0.550755063796449,0,FALSE,TRUE,FALSE,0.129306825995445
"1366",0.149247251366601,0,FALSE,TRUE,FALSE,0.100121573754586
"1367",0.255737921394036,0,FALSE,TRUE,FALSE,0.122848804458044
"1368",0.127264324167609,0.222708196235921,TRUE,FALSE,TRUE,0.121353234280832
"1369",0.0793897729777888,0.266712640301641,TRUE,FALSE,TRUE,0.147700032312423
"1370",0.120874454744897,0.353345555509441,TRUE,FALSE,FALSE,0.0590393084799871
"1371",0.0713623453528193,0.35965631287545,TRUE,FALSE,FALSE,0.146764865517616
"1372",0.123937789280899,0,FALSE,FALSE,FALSE,0.0882164395181462
"1373",0.218717945170494,0.388678569782895,TRUE,FALSE,TRUE,0.122412524349056
"1374",0.253979939827696,0,FALSE,FALSE,FALSE,0.091984802717343
"1375",0.174992438964747,0,FALSE,TRUE,FALSE,0.111471822438762
"1376",0.30448868243257,0,FALSE,TRUE,FALSE,0.14304163493216
"1377",0.10657010122668,0,FALSE,FALSE,FALSE,0.0865036459872499
"1378",0.068672975232223,0.61,TRUE,FALSE,FALSE,0.146263298625126
"1379",0.119099335296724,0.328013754426502,TRUE,FALSE,FALSE,0.136255987896584
"1380",0.328929002740665,0,FALSE,TRUE,FALSE,0.0977156352018937
"1381",0.598748623556525,0,FALSE,TRUE,FALSE,0.0960141156101599
"1382",0.0744116074582548,0.225543476291932,TRUE,FALSE,FALSE,0.124510536785237
"1383",0.191893680910794,0,FALSE,FALSE,FALSE,0.0684902143431827
"1384",0.329824727785793,0.61,TRUE,FALSE,FALSE,0.081700563733466
"1385",0.120251243072562,0,FALSE,FALSE,FALSE,0.0755043186480179
"1386",0.183921829983592,0,FALSE,FALSE,FALSE,0.074466106435284
"1387",0.248611477762621,0.314810526447315,TRUE,FALSE,FALSE,0.109207717468962
"1388",0.168585626756374,0,FALSE,TRUE,FALSE,0.137004850641824
"1389",0.353850909238287,0,FALSE,TRUE,FALSE,0.134695558762178
"1390",0.337164283869788,0,FALSE,FALSE,FALSE,0.0503311980515719
"1391",0.102564232294336,0.436625883404956,TRUE,FALSE,TRUE,0.106679543433711
"1392",0.0688585339394849,0.366541994689032,TRUE,FALSE,FALSE,0.105698873475194
"1393",0.158726137610043,0.174423745628226,TRUE,FALSE,TRUE,0.116012356849387
"1394",0.292093035833289,0,FALSE,TRUE,FALSE,0.0873591042589396
"1395",0.283339301922149,0,FALSE,TRUE,FALSE,0.121582755562849
"1396",0.102718627550726,0,FALSE,TRUE,FALSE,0.0756526452722028
"1397",0.124491125913083,0.61,TRUE,FALSE,FALSE,0.135625046817586
"1398",0.301823071238284,0.61,TRUE,FALSE,FALSE,0.124669421534054
"1399",0.0757844532594722,0.263392421822573,TRUE,FALSE,TRUE,0.0643478569807485
"1400",0.292878388663173,0.61,TRUE,FALSE,FALSE,0.114375536609441
"1401",0.147752596110352,0.474354524260803,TRUE,FALSE,FALSE,0.0849016566062346
"1402",0.0715959257747402,0.358979363902472,TRUE,FALSE,FALSE,0.143507373495959
"1403",0.163000269028563,0.344061089190654,TRUE,FALSE,FALSE,0.0751195868710056
"1404",0.179528411898351,0,FALSE,TRUE,FALSE,0.0937913419678807
"1405",0.206882033248967,0.465095903604474,TRUE,FALSE,TRUE,0.072980111069046
"1406",0.127659304045661,0.61,TRUE,FALSE,FALSE,0.0769794062944129
"1407",0.0878093666164204,0,FALSE,FALSE,FALSE,0.0546496270457283
"1408",0.418644729071979,0.504668520253567,TRUE,FALSE,FALSE,0.120563247217797
"1409",0.235635415108448,0,FALSE,TRUE,FALSE,0.122068845736794
"1410",0.140511723116141,0.467142378777494,TRUE,FALSE,FALSE,0.0781830531544983
"1411",0.424619220861571,0.578825777072875,TRUE,FALSE,FALSE,0.0713710954179987
"1412",0.182501510548249,0.281703245290555,TRUE,FALSE,FALSE,0.0722964538028464
"1413",0.253627274761589,0,FALSE,TRUE,FALSE,0.14193207169883
"1414",0.175501431957073,0.295009279833175,TRUE,FALSE,FALSE,0.133130726846866
"1415",0.0757069167945314,0.61,TRUE,FALSE,FALSE,0.139909685193561
"1416",0.100403619522798,0.461741166470988,TRUE,FALSE,FALSE,0.0612387003609911
"1417",0.0512474889806741,0.416949985663319,TRUE,FALSE,TRUE,0.139532677782699
"1418",0.0728377991356997,0,FALSE,FALSE,FALSE,0.0720014893915504
"1419",0.228726354042282,0,FALSE,TRUE,FALSE,0.137363830022514
"1420",0.137285396447401,0,FALSE,FALSE,FALSE,0.119556214637123
"1421",0.277107007435105,0.458992514403696,TRUE,FALSE,FALSE,0.0686837063170969
"1422",0.244532916764729,0,FALSE,FALSE,FALSE,0.126545909862034
"1423",0.276364080773834,0,FALSE,FALSE,FALSE,0.08179027272854
"1424",0.226706610713154,0,FALSE,FALSE,FALSE,0.148270090296864
"1425",0.0836683487916137,0.55839172329054,TRUE,FALSE,TRUE,0.0694396909326315
"1426",0.481037590702848,0,FALSE,FALSE,FALSE,0.0544047272531316
"1427",0.374170482042246,0,FALSE,FALSE,FALSE,0.0842159147141501
"1428",0.232838545483537,0,FALSE,FALSE,FALSE,0.147334562405013
"1429",0.108405308724191,0.291395885560384,TRUE,FALSE,TRUE,0.138202677224763
"1430",0.16138495827704,0,FALSE,TRUE,FALSE,0.121998311532661
"1431",0.373789887565255,0,FALSE,FALSE,FALSE,0.12944730008021
"1432",0.0611953589454313,0,FALSE,TRUE,FALSE,0.0545697395224124
"1433",0.425921539477561,0,FALSE,TRUE,FALSE,0.0902108309790492
"1434",0.108361559138923,0.18402518981602,TRUE,FALSE,FALSE,0.129620400699787
"1435",0.193486092776284,0,FALSE,TRUE,FALSE,0.0666530805407092
"1436",0.145917236176319,0,FALSE,FALSE,FALSE,0.0926572185242548
"1437",0.0817827718888271,0.249654510744097,TRUE,FALSE,TRUE,0.0875436708796769
"1438",0.0640605373995804,0,FALSE,FALSE,FALSE,0.0589152245782316
"1439",0.337081853137641,0.61,TRUE,FALSE,FALSE,0.126883493061177
"1440",0.221506162111596,0.61,TRUE,FALSE,FALSE,0.050386460730806
"1441",0.197678910003663,0,FALSE,TRUE,FALSE,0.14260400896892
"1442",0.233098962750828,0,FALSE,TRUE,FALSE,0.0784146735677496
"1443",0.410029358396322,0,FALSE,FALSE,FALSE,0.0625529241282493
"1444",0.185063582014613,0.61,TRUE,FALSE,FALSE,0.112066938751377
"1445",0.0525134077385611,0.309330776782116,TRUE,FALSE,FALSE,0.0976606975775212
"1446",0.119816350687477,0,FALSE,FALSE,FALSE,0.11261212604586
"1447",0.231409767910129,0,FALSE,TRUE,FALSE,0.1420949063031
"1448",0.238621335506836,0.330409556226804,TRUE,FALSE,TRUE,0.112565933750011
"1449",0.577932768264261,0,FALSE,TRUE,FALSE,0.0793456417741254
"1450",0.211647016235266,0,FALSE,TRUE,FALSE,0.0995248483261093
"1451",0.373599302347418,0,FALSE,TRUE,FALSE,0.100094179809093
"1452",0.056303507911696,0,FALSE,FALSE,FALSE,0.0540169259300455
"1453",0.305141536814958,0,FALSE,TRUE,FALSE,0.103081432729959
"1454",0.61,0,FALSE,FALSE,FALSE,0.055677956296131
"1455",0.0753471075308639,0.427118640602566,TRUE,FALSE,FALSE,0.134495231299661
"1456",0.198598876751217,0.459661522559731,TRUE,FALSE,TRUE,0.0992406110512093
"1457",0.107224115085251,0,FALSE,TRUE,FALSE,0.0681765468092635
"1458",0.133797251027957,0,FALSE,TRUE,FALSE,0.0746978697367013
"1459",0.051949496648694,0.61,TRUE,FALSE,FALSE,0.118021276174113
"1460",0.139645636058412,0,FALSE,FALSE,FALSE,0.0621433674590662
"1461",0.18242918221631,0,FALSE,TRUE,FALSE,0.118223193776794
"1462",0.0545243736403024,0.0862905111095153,TRUE,FALSE,FALSE,0.0616238737013191
"1463",0.315272124968968,0,FALSE,FALSE,FALSE,0.140611942159012
"1464",0.181444437708706,0,FALSE,FALSE,FALSE,0.0707087880000472
"1465",0.0825579723295621,0.221148066415156,TRUE,FALSE,TRUE,0.101425339002162
"1466",0.204653664422221,0,FALSE,FALSE,FALSE,0.144686737493612
"1467",0.138715757780914,0.298841660027354,TRUE,FALSE,TRUE,0.115161423338577
"1468",0.0554018856231698,0.260422185715288,TRUE,FALSE,FALSE,0.0681850946974009
"1469",0.443616184963791,0,FALSE,TRUE,FALSE,0.11424590931274
"1470",0.179278571281818,0.261523225230414,TRUE,FALSE,TRUE,0.140260940301232
"1471",0.0707801577972491,0.250029611866921,TRUE,FALSE,FALSE,0.052576492773369
"1472",0.163527693326727,0.374728215415962,TRUE,FALSE,FALSE,0.139284380502067
"1473",0.215278219385073,0,FALSE,FALSE,FALSE,0.121583155076951
"1474",0.124958905360997,0.362687243451364,TRUE,FALSE,FALSE,0.128554020146839
"1475",0.150737160211429,0,FALSE,FALSE,FALSE,0.148459855560213
"1476",0.216071763418756,0,FALSE,TRUE,FALSE,0.0547652505571023
"1477",0.101053526768376,0.216990212240626,TRUE,FALSE,TRUE,0.0835163665236905
"1478",0.272390044903178,0,FALSE,TRUE,FALSE,0.130339737818576
"1479",0.111848287148805,0.500800984448238,TRUE,FALSE,FALSE,0.0858009858289734
"1480",0.089645514793763,0.164709574745598,TRUE,FALSE,TRUE,0.125237773172557
"1481",0.11470472380989,0.442300986943251,TRUE,FALSE,FALSE,0.07508495869115
"1482",0.0934994343781426,0.137267424509812,TRUE,FALSE,FALSE,0.0752107504056767
"1483",0.257209390282557,0,FALSE,FALSE,FALSE,0.0669696951052174
"1484",0.203890495344532,0,FALSE,TRUE,FALSE,0.0742689590202645
"1485",0.166217206973131,0,FALSE,TRUE,FALSE,0.146589296357706
"1486",0.432995422929525,0,FALSE,FALSE,FALSE,0.0953077501151711
"1487",0.2125428305684,0.266275448258966,TRUE,FALSE,FALSE,0.138036410557106
"1488",0.152255371422507,0,FALSE,FALSE,FALSE,0.106561786006205
"1489",0.174661819403991,0,FALSE,FALSE,FALSE,0.131522083003074
"1490",0.110425213887604,0,FALSE,TRUE,FALSE,0.0914582494879141
"1491",0.079443814675756,0.237141604103584,TRUE,FALSE,FALSE,0.147164931497537
"1492",0.155558255824935,0,FALSE,TRUE,FALSE,0.0564462183043361
"1493",0.21165057674516,0,FALSE,FALSE,FALSE,0.101096883951686
"1494",0.152284541190602,0,FALSE,FALSE,FALSE,0.0804143387591466
"1495",0.0659760453672307,0.203047846541171,TRUE,FALSE,TRUE,0.0860813445644453
"1496",0.114807851671861,0.251080402040113,TRUE,FALSE,FALSE,0.0817099799402058
"1497",0.0683695965469297,0.3783212517621,TRUE,FALSE,FALSE,0.148332185740583
"1498",0.0776840284760189,0.61,TRUE,FALSE,FALSE,0.14464521300979
"1499",0.0716232151278859,0.222239391319454,TRUE,FALSE,FALSE,0.0548331769183278
"1500",0.0536583280620765,0.61,TRUE,FALSE,FALSE,0.0610743712866679
"1501",0.150149609225097,0.554270367622928,TRUE,FALSE,TRUE,0.0982677684398368
"1502",0.0765705409450659,0.61,TRUE,FALSE,FALSE,0.149558528652415
"1503",0.0678619576663793,0.61,TRUE,FALSE,FALSE,0.117550317151472
"1504",0.128313420366132,0.142191247059964,TRUE,FALSE,FALSE,0.060755556426011
"1505",0.194361651731772,0,FALSE,FALSE,FALSE,0.091244820994325
"1506",0.0748527213010007,0.505372109499244,TRUE,FALSE,FALSE,0.140973147167824
"1507",0.152883880306035,0,FALSE,FALSE,FALSE,0.139363532885909
"1508",0.173527047679524,0,FALSE,TRUE,FALSE,0.0594704024959356
"1509",0.107880840385962,0,FALSE,TRUE,FALSE,0.0759022174170241
"1510",0.157068112462206,0,FALSE,FALSE,FALSE,0.140586520591751
"1511",0.116844979307272,0.224590360984036,TRUE,FALSE,TRUE,0.140413579856977
"1512",0.084386733183105,0.182362327648112,TRUE,FALSE,TRUE,0.083610343397595
"1513",0.187063251501686,0,FALSE,TRUE,FALSE,0.110366844316013
"1514",0.61,0,FALSE,FALSE,FALSE,0.134395579295233
"1515",0.168618140026901,0,FALSE,TRUE,FALSE,0.126051462092437
"1516",0.273450261639715,0.542199738395816,TRUE,FALSE,FALSE,0.0602172353304923
"1517",0.339300993823305,0.61,TRUE,FALSE,FALSE,0.071623674291186
"1518",0.126972691391413,0.348414673516527,TRUE,FALSE,FALSE,0.0845262657850981
"1519",0.412216962714087,0,FALSE,FALSE,FALSE,0.0515435178531334
"1520",0.178270137641063,0.465830471925437,TRUE,FALSE,FALSE,0.131517697451636
"1521",0.196936151168633,0.366348959645256,TRUE,FALSE,FALSE,0.0827001930680126
"1522",0.108154007909478,0.338952433597296,TRUE,FALSE,FALSE,0.0584537708666176
"1523",0.263772457871088,0.61,TRUE,FALSE,FALSE,0.12605719123967
"1524",0.0555942613165826,0,FALSE,FALSE,FALSE,0.0546175716910511
"1525",0.374598374756403,0,FALSE,FALSE,FALSE,0.0665695829084143
"1526",0.185397387773249,0.295174120720017,TRUE,FALSE,TRUE,0.053694371599704
"1527",0.155329236100779,0.219725296716206,TRUE,FALSE,FALSE,0.134160029352643
"1528",0.114769138986293,0.197388898275651,TRUE,FALSE,FALSE,0.0766558928182349
"1529",0.341081316582859,0,FALSE,FALSE,FALSE,0.0756936194375157
"1530",0.0881790181156248,0,FALSE,FALSE,FALSE,0.0877246141899377
"1531",0.0959755327879849,0.23789827353321,TRUE,FALSE,FALSE,0.06380655025132
"1532",0.0614274047979158,0.460848941211589,TRUE,FALSE,FALSE,0.12667460993398
"1533",0.179075698681677,0,FALSE,TRUE,FALSE,0.102421775367111
"1534",0.61,0,FALSE,FALSE,FALSE,0.0929287335602567
"1535",0.184141603471171,0,FALSE,TRUE,FALSE,0.0952168440911919
"1536",0.0748776514087312,0.330652399436051,TRUE,FALSE,TRUE,0.105743570905179
"1537",0.16683021793133,0,FALSE,TRUE,FALSE,0.0975821916013956
"1538",0.082089532137084,0.120728878614203,TRUE,FALSE,TRUE,0.0895548217697069
"1539",0.356132221268817,0.61,TRUE,FALSE,FALSE,0.0642927621025592
"1540",0.125364094157703,0,FALSE,FALSE,FALSE,0.069913245155476
"1541",0.603958810844925,0.61,TRUE,FALSE,FALSE,0.0733668518485501
"1542",0.233666797457139,0.412838561211719,TRUE,FALSE,TRUE,0.0563335554674268
"1543",0.158980906582294,0.288986485358328,TRUE,FALSE,FALSE,0.0844617606140673
"1544",0.0788383535146693,0.100190060738134,TRUE,FALSE,FALSE,0.0535859401803464
"1545",0.214177329972896,0.61,TRUE,FALSE,FALSE,0.128537110053003
"1546",0.15066762418692,0,FALSE,TRUE,FALSE,0.116749288700521
"1547",0.1757909967053,0,FALSE,TRUE,FALSE,0.138298331666738
"1548",0.490913970309112,0,FALSE,TRUE,FALSE,0.0938887964468449
"1549",0.310380180587492,0,FALSE,TRUE,FALSE,0.0588585176272318
"1550",0.160321424864467,0,FALSE,TRUE,FALSE,0.0893115555169061
"1551",0.083093444323818,0.198835812075735,TRUE,FALSE,FALSE,0.137752683833241
"1552",0.168484125208561,0.219046132453447,TRUE,FALSE,TRUE,0.121201387397014
"1553",0.269058768218383,0,FALSE,FALSE,FALSE,0.149159925570712
"1554",0.180688739568222,0,FALSE,TRUE,FALSE,0.119506787485443
"1555",0.39006283255294,0,FALSE,FALSE,FALSE,0.0641260652802885
"1556",0.306435377254718,0.61,TRUE,FALSE,FALSE,0.100197655847296
"1557",0.331269283802249,0,FALSE,FALSE,FALSE,0.0605093590216711
"1558",0.170979621764676,0,FALSE,TRUE,FALSE,0.0831187312491238
"1559",0.075206667389327,0.29595643779219,TRUE,FALSE,TRUE,0.0708341267192736
"1560",0.119042535612292,0.405297234351747,TRUE,FALSE,FALSE,0.101720592170022
"1561",0.385040366090834,0,FALSE,FALSE,FALSE,0.147999862674624
"1562",0.148668832095423,0,FALSE,TRUE,FALSE,0.0950922763440758
"1563",0.159824139686419,0.45171275907424,TRUE,FALSE,FALSE,0.104020126513205
"1564",0.0806593408176092,0.231744161388422,TRUE,FALSE,TRUE,0.109542485582642
"1565",0.0787636956432834,0,FALSE,FALSE,FALSE,0.0675370576558635
"1566",0.268501926539466,0,FALSE,FALSE,FALSE,0.113371638441458
"1567",0.148226346254276,0.571125873548929,TRUE,FALSE,TRUE,0.0986488283611834
"1568",0.0617037953435537,0.173379845444466,TRUE,FALSE,FALSE,0.0584087283816189
"1569",0.25250557787623,0.61,TRUE,FALSE,FALSE,0.124339268426411
"1570",0.145104153292402,0.215111601701938,TRUE,FALSE,FALSE,0.0625933423405513
"1571",0.11854196942877,0,FALSE,FALSE,FALSE,0.0911636773729697
"1572",0.139221677184613,0.295613417145796,TRUE,FALSE,FALSE,0.0811322177527472
"1573",0.299773426640957,0,FALSE,FALSE,FALSE,0.0720229509985074
"1574",0.61,0,FALSE,FALSE,FALSE,0.0780384997138754
"1575",0.105166647034974,0.205759700993076,TRUE,FALSE,FALSE,0.118861376214772
"1576",0.0889762158063278,0.39482697691528,TRUE,FALSE,TRUE,0.135567586170509
"1577",0.248991273366846,0,FALSE,FALSE,FALSE,0.0527128603076562
"1578",0.171830084431744,0,FALSE,FALSE,FALSE,0.140250799828209
"1579",0.131765224774571,0.312218433152884,TRUE,FALSE,FALSE,0.102345636952668
"1580",0.0673084534195646,0,FALSE,TRUE,FALSE,0.0649787055328488
